N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL
557,샘표식품,"28,650",0,0.00%,500,"1,309","4,568",4.87,"6,887",4.88,18.57,https://finance.naver.com/item/main.nhn?code=248170
558,마니커,824,9,-1.08%,500,"1,306","158,473",3.74,"3,976,901",-7.56,-18.14,https://finance.naver.com/item/main.nhn?code=027740
559,SG세계물산,645,5,-0.77%,500,"1,306","202,425",3.28,"351,790",13.44,4.81,https://finance.naver.com/item/main.nhn?code=004060
560,태경산업,"4,460",70,-1.55%,500,"1,304","29,229",3.79,"14,209",6.32,8.91,https://finance.naver.com/item/main.nhn?code=015890
561,명문제약,"5,290",110,-2.04%,500,"1,303","24,626",1.71,"517,903",-6.37,-24.55,https://finance.naver.com/item/main.nhn?code=017180
562,크라운해태홀딩스,"8,770",80,-0.90%,500,"1,302","14,847",2.90,"17,451",-6.54,-7.49,https://finance.naver.com/item/main.nhn?code=005740
563,유화증권,"2,290",0,0.00%,"1,000","1,298","56,702",3.01,"5,647",27.26,1.36,https://finance.naver.com/item/main.nhn?code=003460
564,핸즈코퍼레이션,"5,930",40,+0.68%,500,"1,296","21,863",0.40,"6,947",18.89,2.13,https://finance.naver.com/item/main.nhn?code=143210
565,한창제지,"2,170",60,-2.69%,500,"1,295","59,667",2.31,"1,852,078",17.50,9.05,https://finance.naver.com/item/main.nhn?code=009460
566,고려개발,"8,500",50,+0.59%,"5,000","1,294","15,219",0.07,"26,010",4.46,22.50,https://finance.naver.com/item/main.nhn?code=004200
567,대성에너지,"4,700",75,+1.62%,"1,000","1,292","27,500",2.20,"50,524",9.92,4.28,https://finance.naver.com/item/main.nhn?code=117580
568,GS글로벌,"1,565",35,-2.19%,"2,500","1,292","82,534",3.20,"182,432",-7.56,-4.61,https://finance.naver.com/item/main.nhn?code=001250
569,사조동아원,914,6,-0.65%,500,"1,290","141,145",1.52,"576,367",152.33,0.49,https://finance.naver.com/item/main.nhn?code=008040
570,KBSTAR 코스닥150선물레버리지,"7,370",105,-1.40%,0,"1,288","17,480",0.02,"39,190",N/A,N/A,https://finance.naver.com/item/main.nhn?code=278240
571,남광토건,"13,050",700,-5.09%,"5,000","1,283","9,829",0.33,"270,993",33.21,7.58,https://finance.naver.com/item/main.nhn?code=001260
572,TIGER 미국S&P500선물(H),"32,200",355,-1.09%,0,"1,280","3,975",0.00,"5,716",N/A,N/A,https://finance.naver.com/item/main.nhn?code=143850
573,NPC,"3,485",155,+4.65%,500,"1,280","36,720",2.19,"113,969",10.16,5.29,https://finance.naver.com/item/main.nhn?code=004250
574,신일전자,"1,800",25,-1.37%,500,"1,279","71,048",2.60,"871,322",29.51,6.32,https://finance.naver.com/item/main.nhn?code=002700
575,자화전자,"7,130",80,-1.11%,500,"1,276","17,900",12.04,"38,997",-445.62,-0.10,https://finance.naver.com/item/main.nhn?code=033240
576,일신방직,"52,900",100,-0.19%,"5,000","1,270","2,400",6.94,587,17.99,1.00,https://finance.naver.com/item/main.nhn?code=003200
577,진양홀딩스,"2,270",35,-1.52%,500,"1,269","55,895",3.36,"15,664",8.38,4.98,https://finance.naver.com/item/main.nhn?code=100250
578,대림산업우,"33,350",350,-1.04%,"5,000","1,267","3,800",14.31,"3,758",1.94,N/A,https://finance.naver.com/item/main.nhn?code=000215
579,사조대림,"13,800",150,+1.10%,"5,000","1,265","9,164",1.02,"24,119",1.31,30.57,https://finance.naver.com/item/main.nhn?code=003960
580,삼호개발,"5,040",160,-3.08%,500,"1,260","25,000",8.29,"508,897",5.84,11.65,https://finance.naver.com/item/main.nhn?code=010960
581,백산,"5,200",170,-3.17%,500,"1,258","24,200",7.35,"171,001",18.44,4.90,https://finance.naver.com/item/main.nhn?code=035150
582,동양물산,992,13,-1.29%,500,"1,250","126,005",4.96,"623,742",18.37,5.07,https://finance.naver.com/item/main.nhn?code=002900
583,아남전자,"1,620",5,-0.31%,500,"1,249","77,125",2.80,"218,052",270.00,0.78,https://finance.naver.com/item/main.nhn?code=008700
584,코오롱플라스틱,"3,260",40,-1.21%,"1,000","1,239","38,000",1.02,"69,526",22.80,2.75,https://finance.naver.com/item/main.nhn?code=138490
585,서원,"2,605",0,0.00%,500,"1,237","47,475",0.89,"1,889,720",40.08,3.06,https://finance.naver.com/item/main.nhn?code=021050
586,동양철관,"1,040",30,-2.80%,500,"1,236","118,885",1.62,"887,443",69.33,2.24,https://finance.naver.com/item/main.nhn?code=008970
587,대영포장,"1,135",35,-2.99%,500,"1,230","108,395",2.75,"1,796,640",11.35,7.42,https://finance.naver.com/item/main.nhn?code=014160
588,백광산업,"2,725",35,-1.27%,500,"1,224","44,918",4.57,"1,307,585",N/A,N/A,https://finance.naver.com/item/main.nhn?code=001340
589,KODEX 배당가치,"8,435",75,-0.88%,0,"1,223","14,500",0.00,55,N/A,N/A,https://finance.naver.com/item/main.nhn?code=325020
590,대신 골드 커버드콜 타겟 5%인컴 ETN(H),"12,220",70,+0.58%,0,"1,222","10,000",0.00,4,N/A,N/A,https://finance.naver.com/item/main.nhn?code=510011
591,HDC현대EP,"3,820",20,-0.52%,500,"1,219","31,900",7.07,"50,151",9.25,4.66,https://finance.naver.com/item/main.nhn?code=089470
592,인디에프,"2,060",140,+7.29%,500,"1,214","58,933",0.51,"17,193,594",-37.45,-5.02,https://finance.naver.com/item/main.nhn?code=014990
593,한라,"3,100",75,-2.36%,"5,000","1,205","38,875",2.45,"188,907",60.78,0.97,https://finance.naver.com/item/main.nhn?code=014790
594,한국ANKOR유전,"1,720",5,-0.29%,0,"1,204","70,020",0.04,"11,814",N/A,N/A,https://finance.naver.com/item/main.nhn?code=152550
595,노루홀딩스,"9,050",180,-1.95%,500,"1,203","13,291",2.15,"8,951",26.70,1.25,https://finance.naver.com/item/main.nhn?code=000320
596,동일산업,"49,300",150,+0.31%,"5,000","1,196","2,425",5.35,595,31.87,1.06,https://finance.naver.com/item/main.nhn?code=004890
597,디씨엠,"10,200",350,-3.32%,500,"1,193","11,700",1.06,"7,906",5.47,14.18,https://finance.naver.com/item/main.nhn?code=024090
598,삼성물산우B,"73,100",0,0.00%,100,"1,190","1,627",5.64,"10,901",13.32,N/A,https://finance.naver.com/item/main.nhn?code=02826K
599,BYC,"189,500","2,000",-1.04%,"5,000","1,184",625,1.79,167,5.73,6.60,https://finance.naver.com/item/main.nhn?code=001460
600,자이에스앤디,"4,415",160,+3.76%,"1,000","1,182","26,783",1.89,"343,185",N/A,13.56,https://finance.naver.com/item/main.nhn?code=317400
601,삼일제약,"18,050",50,+0.28%,"1,000","1,173","6,500",3.14,"47,837",149.17,1.33,https://finance.naver.com/item/main.nhn?code=000520
602,대우부품,"2,460",35,-1.40%,500,"1,172","47,646",0.71,"6,356,039",-47.31,-6.50,https://finance.naver.com/item/main.nhn?code=009320
603,카프로,"2,920",55,-1.85%,500,"1,168","40,000",5.25,"138,161",-1.41,-36.47,https://finance.naver.com/item/main.nhn?code=006380
604,KODEX 단기변동금리부채권액티브,"101,960",0,0.00%,0,"1,163","1,141",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=273140
605,두산우,"29,050",750,-2.52%,"5,000","1,161","3,996",1.88,"13,059",1.59,N/A,https://finance.naver.com/item/main.nhn?code=000155
606,세아제강지주,"27,850",150,-0.54%,"5,000","1,153","4,142",4.52,"1,488",-37.53,-0.32,https://finance.naver.com/item/main.nhn?code=003030
607,이아이디,208,6,-2.80%,200,"1,141","548,343",2.01,"3,357,416",208.00,0.44,https://finance.naver.com/item/main.nhn?code=093230
608,세진중공업,"2,910",55,-1.85%,500,"1,117","38,373",0.51,"58,390",46.94,1.52,https://finance.naver.com/item/main.nhn?code=075580
609,보해양조,866,12,-1.37%,500,"1,104","127,449",1.29,"963,182",-6.61,-19.66,https://finance.naver.com/item/main.nhn?code=000890
610,퍼스텍,"2,360",400,+20.41%,500,"1,104","46,765",1.18,"10,877,590",-10.54,-31.41,https://finance.naver.com/item/main.nhn?code=010820
611,신한 S&P500 VIX S/T 선물 ETN B,"36,680",900,+2.52%,0,"1,100","3,000",0.16,"16,114",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500045
612,S&TC,"14,650",100,+0.69%,500,"1,100","7,507",2.03,"14,922",N/A,N/A,https://finance.naver.com/item/main.nhn?code=100840
613,KINDEX 200TR,"14,985",105,-0.70%,0,"1,094","7,300",0.00,353,N/A,N/A,https://finance.naver.com/item/main.nhn?code=332500
614,동남합성,"30,200",200,-0.66%,500,"1,094","3,622",0.02,"2,463",6.13,26.23,https://finance.naver.com/item/main.nhn?code=023450
615,강남제비스코,"16,800",700,-4.00%,"1,000","1,092","6,500",11.98,"12,799",7.47,2.80,https://finance.naver.com/item/main.nhn?code=000860
616,세아제강,"38,400",800,-2.04%,"5,000","1,089","2,836",7.17,"2,345",4.38,4.42,https://finance.naver.com/item/main.nhn?code=306200
617,TIGER 200선물레버리지,"7,380",155,-2.06%,0,"1,085","14,700",0.00,"648,094",N/A,N/A,https://finance.naver.com/item/main.nhn?code=267770
618,HSD엔진,"3,285",150,+4.78%,"1,000","1,082","32,947",2.74,"1,020,471",-2.61,-19.76,https://finance.naver.com/item/main.nhn?code=082740
619,코오롱머티리얼,"1,575",20,-1.25%,"1,000","1,081","68,659",0.97,"151,741",-2.18,-72.97,https://finance.naver.com/item/main.nhn?code=144620
620,상상인증권,"1,125",15,-1.32%,"1,000","1,081","96,108",0.56,"37,192",-12.10,-6.42,https://finance.naver.com/item/main.nhn?code=001290
621,삼부토건,784,3,-0.38%,"1,000","1,078","137,546",1.30,"1,933,181",13.52,3.66,https://finance.naver.com/item/main.nhn?code=001470
622,신한 인버스 2X WTI원유 선물 ETN(H),"8,970","3,580",-28.53%,0,"1,076","12,000",0.01,"3,965,368",N/A,N/A,https://finance.naver.com/item/main.nhn?code=500027
623,대한화섬,"80,900","1,100",-1.34%,"5,000","1,074","1,328",0.25,39,4.77,4.37,https://finance.naver.com/item/main.nhn?code=003830
624,극동유화,"3,075",40,-1.28%,500,"1,072","34,869",1.68,"506,129",7.46,8.75,https://finance.naver.com/item/main.nhn?code=014530
625,TIGER 코스피,"19,450",130,-0.66%,0,"1,070","5,500",0.01,370,N/A,N/A,https://finance.naver.com/item/main.nhn?code=277630
626,화성산업,"8,580",10,+0.12%,"5,000","1,068","12,451",11.98,"25,747",13.93,2.06,https://finance.naver.com/item/main.nhn?code=002460
627,대동공업,"4,500",75,-1.64%,"1,000","1,068","23,728",3.92,"63,759",34.35,1.46,https://finance.naver.com/item/main.nhn?code=000490
628,미창석유,"61,300","1,100",+1.83%,"5,000","1,066","1,740",31.52,"1,960",N/A,N/A,https://finance.naver.com/item/main.nhn?code=003650
629,써니전자,"3,160",0,0.00%,500,"1,066","33,725",2.38,"4,024,822",158.00,1.28,https://finance.naver.com/item/main.nhn?code=004770
630,보락,"1,775",15,-0.84%,200,"1,063","59,900",2.91,"333,960",161.36,1.48,https://finance.naver.com/item/main.nhn?code=002760
631,현대비앤지스틸,"7,050",110,-1.54%,"5,000","1,063","15,079",5.25,"10,557",4.92,5.55,https://finance.naver.com/item/main.nhn?code=004560
632,성창기업지주,"1,520",10,+0.66%,500,"1,060","69,752",4.04,"97,561",-9.74,-2.14,https://finance.naver.com/item/main.nhn?code=000180
633,인천도시가스,"24,200",350,-1.43%,"5,000","1,059","4,375",1.33,"1,030",9.89,5.87,https://finance.naver.com/item/main.nhn?code=034590
634,삼성 KTOP30 ETN,"10,345",85,-0.81%,0,"1,034","10,000",0.00,"121,217",N/A,N/A,https://finance.naver.com/item/main.nhn?code=530013
635,디아이,"3,280",90,-2.67%,500,"1,033","31,497",5.95,"50,104",156.19,0.48,https://finance.naver.com/item/main.nhn?code=003160
636,대한방직,"19,400",300,-1.52%,"1,000","1,028","5,300",0.43,654,-6.59,-10.27,https://finance.naver.com/item/main.nhn?code=001070
637,디와이,"3,895",25,-0.64%,500,"1,025","26,320",11.83,"63,167",6.25,4.73,https://finance.naver.com/item/main.nhn?code=013570
638,YG PLUS,"1,760",80,+4.76%,500,"1,024","58,171",1.72,"2,609,617",-32.00,-3.48,https://finance.naver.com/item/main.nhn?code=037270
639,화승알앤에이,"1,585",10,-0.63%,500,"1,023","64,561",2.33,"29,064",4.44,9.62,https://finance.naver.com/item/main.nhn?code=013520
640,경동도시가스,"17,350",50,+0.29%,"2,500","1,023","5,895",16.80,"2,858",4.17,7.45,https://finance.naver.com/item/main.nhn?code=267290
641,한전산업,"3,130",40,-1.26%,500,"1,020","32,600",2.52,"22,435",5.89,21.47,https://finance.naver.com/item/main.nhn?code=130660
642,벽산,"1,485",65,-4.19%,500,"1,018","68,560",6.84,"455,885",-37.12,-1.18,https://finance.naver.com/item/main.nhn?code=007210
643,광전자,"1,755",25,+1.45%,500,"1,017","57,944",21.53,"107,385",29.25,1.56,https://finance.naver.com/item/main.nhn?code=017900
644,TIGER 코스닥150 레버리지,"7,905",105,-1.31%,0,"1,016","12,850",1.87,"382,673",N/A,N/A,https://finance.naver.com/item/main.nhn?code=233160
645,DRB동일,"5,070",275,+5.74%,500,"1,010","19,930",1.33,"5,606,555",11.39,2.54,https://finance.naver.com/item/main.nhn?code=004840
646,태평양물산,"2,015",15,+0.75%,500,"1,006","49,912",3.01,"2,877,344",8.96,6.99,https://finance.naver.com/item/main.nhn?code=007980
647,샘표,"34,800",100,-0.29%,"1,000","1,001","2,876",6.43,"2,753",8.30,7.75,https://finance.naver.com/item/main.nhn?code=007540
648,태경비케이,"3,615",95,-2.56%,500,997,"27,583",4.30,"287,244",24.43,3.08,https://finance.naver.com/item/main.nhn?code=014580
649,SH에너지화학,897,2,+0.22%,500,997,"111,134",35.56,"11,281,539",-34.50,-2.84,https://finance.naver.com/item/main.nhn?code=002360
650,금양,"2,260",20,-0.88%,500,995,"44,048",0.69,"35,340",-9.15,-14.85,https://finance.naver.com/item/main.nhn?code=001570
651,조선선재,"79,100",100,+0.13%,500,995,"1,258",6.31,690,7.76,12.02,https://finance.naver.com/item/main.nhn?code=120030
652,신세계건설,"24,850",350,-1.39%,"5,000",994,"4,000",4.90,"8,071",5.67,8.91,https://finance.naver.com/item/main.nhn?code=034300
653,제주은행,"3,070",25,-0.81%,"5,000",986,"32,129",1.84,"11,134",3.53,5.76,https://finance.naver.com/item/main.nhn?code=006220
654,미원홀딩스,"42,000",300,-0.71%,500,979,"2,332",0.95,"1,066",6.37,11.03,https://finance.naver.com/item/main.nhn?code=107590
655,미원화학,"44,500",400,+0.91%,"1,000",979,"2,199",5.33,466,7.22,14.07,https://finance.naver.com/item/main.nhn?code=134380
656,동일고무벨트,"7,110","1,060",+17.52%,500,971,"13,650",2.29,"5,389,156",11.73,4.35,https://finance.naver.com/item/main.nhn?code=163560
657,대창,"1,055",10,-0.94%,500,962,"91,140",4.71,"386,699",19.18,2.75,https://finance.naver.com/item/main.nhn?code=012800
658,제이준코스메틱,"2,950",55,-1.83%,500,955,"32,367",1.55,"168,453",-0.94,-93.55,https://finance.naver.com/item/main.nhn?code=025620
659,TIGER 200선물인버스2X,"7,175",135,+1.92%,0,954,"13,300",3.85,"1,738,845",N/A,N/A,https://finance.naver.com/item/main.nhn?code=252710
660,제이에스코퍼레이션,"7,130",150,-2.06%,100,951,"13,336",1.29,"36,473",11.59,5.26,https://finance.naver.com/item/main.nhn?code=194370
661,삼화전기,"14,350",100,-0.69%,"1,000",949,"6,614",24.27,"25,720",31.20,7.03,https://finance.naver.com/item/main.nhn?code=009470
662,크라운제과,"7,570",10,-0.13%,200,948,"12,524",1.12,"24,112",5.32,14.02,https://finance.naver.com/item/main.nhn?code=264900
663,세아특수강,"11,050",100,-0.90%,"5,000",947,"8,570",1.80,"1,524",8.63,3.47,https://finance.naver.com/item/main.nhn?code=019440
664,한진중공업홀딩스,"3,200",115,-3.47%,"5,000",945,"29,530",1.29,"565,562",3.12,8.98,https://finance.naver.com/item/main.nhn?code=003480
665,일동홀딩스,"8,170",80,-0.97%,"1,000",943,"11,540",0.97,801,-4.20,-14.91,https://finance.naver.com/item/main.nhn?code=000230
666,우리들휴브레인,"2,625",75,+2.94%,500,942,"35,903",2.34,"2,938,423",-13.46,-17.72,https://finance.naver.com/item/main.nhn?code=118000
667,세이브존I&C,"2,290",10,-0.43%,"1,000",940,"41,041",9.55,"3,143",4.23,5.05,https://finance.naver.com/item/main.nhn?code=067830
668,우성사료,"3,035",60,-1.94%,500,938,"30,900",2.95,"2,811,473",7.86,7.17,https://finance.naver.com/item/main.nhn?code=006980
669,두산솔루스1우,"12,700",500,-3.79%,100,936,"7,366",2.27,"50,290",N/A,N/A,https://finance.naver.com/item/main.nhn?code=33637K
670,유니켐,"1,370",35,-2.49%,500,927,"67,672",1.74,"140,350",5.85,21.11,https://finance.naver.com/item/main.nhn?code=011330
671,비상교육,"7,130",70,-0.97%,500,927,"12,997",8.78,"31,287",8.21,5.36,https://finance.naver.com/item/main.nhn?code=100220
672,KODEX 은선물(H),"3,340",40,-1.18%,0,922,"27,600",0.02,"405,652",N/A,N/A,https://finance.naver.com/item/main.nhn?code=144600
673,콤텍시스템,"1,355",15,-1.09%,500,919,"67,851",0.69,"846,367",71.32,1.22,https://finance.naver.com/item/main.nhn?code=031820
674,세종공업,"4,055",25,+0.62%,500,915,"22,554",3.59,"120,241",16.42,1.52,https://finance.naver.com/item/main.nhn?code=033530
675,테이팩스,"19,350",950,+5.16%,500,913,"4,718",0.76,"47,067",11.97,7.87,https://finance.naver.com/item/main.nhn?code=055490
676,키다리스튜디오,"5,380",230,-4.10%,500,912,"16,959",0.80,"128,589",N/A,N/A,https://finance.naver.com/item/main.nhn?code=020120
677,윌비스,"1,440",75,-4.95%,"1,000",909,"63,140",3.48,"2,826,110",-2.27,-30.75,https://finance.naver.com/item/main.nhn?code=008600
678,TIGER 미국S&P500레버리지(합성 H),"13,765",210,-1.50%,0,908,"6,600",0.00,"45,139",N/A,N/A,https://finance.naver.com/item/main.nhn?code=225040
679,NH프라임리츠,"4,865",60,-1.22%,500,908,"18,660",0.19,"28,232",N/A,N/A,https://finance.naver.com/item/main.nhn?code=338100
680,금호에이치티,"3,515",15,+0.43%,500,905,"25,744",3.96,"19,058","-1,171.67",-0.05,https://finance.naver.com/item/main.nhn?code=214330
681,티웨이홀딩스,"1,180",35,-2.88%,500,905,"76,681",1.44,"223,005",-3.04,-17.06,https://finance.naver.com/item/main.nhn?code=004870
682,조비,"17,400",600,-3.33%,"5,000",903,"5,192",0.54,"83,463",-696.00,-0.27,https://finance.naver.com/item/main.nhn?code=001550
683,광명전기,"2,080",10,-0.48%,500,901,"43,338",2.97,"307,142",11.24,8.53,https://finance.naver.com/item/main.nhn?code=017040
684,호전실업,"11,250",0,0.00%,500,900,"8,000",0.40,"1,327",34.40,2.26,https://finance.naver.com/item/main.nhn?code=111110
685,신흥,"9,370",60,+0.64%,500,900,"9,600",0.03,440,43.99,2.33,https://finance.naver.com/item/main.nhn?code=004080
686,휴니드,"6,370",890,+16.24%,"5,000",899,"14,116",23.51,"1,248,396",11.29,7.10,https://finance.naver.com/item/main.nhn?code=005870
687,웅진,"1,130",55,-4.64%,500,897,"79,378",1.60,"426,731",-0.51,-106.55,https://finance.naver.com/item/main.nhn?code=016880
688,SK이노베이션우,"71,500",800,-1.11%,"5,000",893,"1,248",18.17,"5,254",-187.66,N/A,https://finance.naver.com/item/main.nhn?code=096775
689,무림페이퍼,"2,115",0,0.00%,"2,500",880,"41,609",6.74,"95,433",-9.16,-2.17,https://finance.naver.com/item/main.nhn?code=009200
690,그린케미칼,"3,665",100,+2.81%,500,880,"24,000",0.71,"124,160",15.73,5.17,https://finance.naver.com/item/main.nhn?code=083420
691,KB 코스피 마운틴 ETN,"8,765",0,0.00%,0,876,"10,000",0.00,0,N/A,N/A,https://finance.naver.com/item/main.nhn?code=580009
692,ARIRANG 코스피50,"17,770",175,-0.98%,0,874,"4,920",0.00,108,N/A,N/A,https://finance.naver.com/item/main.nhn?code=122090
693,우리들제약,"6,640",110,-1.63%,500,873,"13,153",1.73,"406,689",255.38,0.54,https://finance.naver.com/item/main.nhn?code=004720
694,기신정기,"2,990",10,-0.33%,500,873,"29,200",64.10,"13,995",6.60,6.58,https://finance.naver.com/item/main.nhn?code=092440
695,대호에이엘,"3,215",5,-0.16%,500,872,"27,135",1.35,"1,447,267",-24.92,-12.62,https://finance.naver.com/item/main.nhn?code=069460
696,서연이화,"3,215",25,-0.77%,500,869,"27,028",8.43,"47,413",-1.87,-7.35,https://finance.naver.com/item/main.nhn?code=200880
697,한창,"2,495",15,-0.60%,500,868,"34,790",1.11,"2,738,587",-20.12,-15.00,https://finance.naver.com/item/main.nhn?code=005110
698,일진전기,"2,330",45,-1.89%,"1,000",864,"37,080",1.44,"58,044",24.02,1.19,https://finance.naver.com/item/main.nhn?code=103590
699,KODEX Fn성장,"11,205",75,-0.66%,0,863,"7,700",0.00,37,N/A,N/A,https://finance.naver.com/item/main.nhn?code=325010
